revision,file,line,token,context
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,481,assert!,"wait .unwrap(); assert_eq!(response.results.len(), 1); match &response.results[0] { SubmitTxResult::Rejected { error } => { assert!( matches!( error.as_inner(), SuiErrorKind::TransactionProcessing { digest, .. } if *digest == tx_digest ), ""unexpected rejection error: {error}"""
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,489,panic!,"ssing { digest, .. } if *digest == tx_digest ), ""unexpected rejection error: {error}"" ); } other => panic!(""Expected Rejected response, got {other:?}""), }; } // Test that resubmitting a consensus-processed transaction whose owned inputs are no // longer live (e.g. a dropped owned-object conflict loser after the winner executed) // re"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,515,unwrap,"test_context.sender, test_context.gas_object_ref, test_context .state .reference_gas_price_for_testing() .unwrap(), ) .transfer_sui(Some(1), test_context.sender) .build(); let winner = to_sender_signed_transaction(winner_data, &test_context.keypair); assert_ne!(*winner.digest(), loser_digest); let winner = VerifiedExecut"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,529,unwrap,"epoch_store.epoch(), 1, ); test_context .state .try_execute_immediately(&winner, ExecutionEnv::new(), &epoch_store) .unwrap(); // Mark the loser as consensus-processed, as the commit handler does for dropped // transactions. epoch_store.test_insert_user_signature(loser_digest, vec![]); let response = test_context .client"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,539,unwrap,"nsert_user_signature(loser_digest, vec![]); let response = test_context .client .submit_transaction(request, None) .await .unwrap(); assert_eq!(response.results.len(), 1); match &response.results[0] { SubmitTxResult::Rejected { error } => { assert!( matches!( error.as_inner(), S"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,543,assert!,"wait .unwrap(); assert_eq!(response.results.len(), 1); match &response.results[0] { SubmitTxResult::Rejected { error } => { assert!( matches!( error.as_inner(), SuiErrorKind::UserInputError { error: UserInputError::ObjectVersionUnavailableForConsumption { .. } }"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,553,panic!,"tion { .. } } ), ""expected stale-version rejection, got: {error}"" ); } other => panic!(""Expected Rejected response, got {other:?}""), }; } // Test that resubmitting a consensus-processed transaction whose owned input is locked // by a different transaction (a dropped conflict loser whose winner has not executed //"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,579,unwrap,"nsert_user_signature(loser_digest, vec![]); let response = test_context .client .submit_transaction(request, None) .await .unwrap(); assert_eq!(response.results.len(), 1); match &response.results[0] { SubmitTxResult::Rejected { error } => { assert!( matches!( error.as_inner(), S"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,583,assert!,"wait .unwrap(); assert_eq!(response.results.len(), 1); match &response.results[0] { SubmitTxResult::Rejected { error } => { assert!( matches!( error.as_inner(), SuiErrorKind::ObjectLockConflict { pending_transaction, .. } if *pending_transaction == winner_digest ),"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,592,panic!,"ding_transaction == winner_digest ), ""expected lock-conflict rejection, got: {error}"" ); } other => panic!(""Expected Rejected response, got {other:?}""), }; } #[tokio::test] async fn test_submit_transaction_wrong_epoch() { let test_context = TestContext::new().await; test_context.state.reconfigure_for_testing().await; //"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,608,unwrap,"test_context.sender, test_context.gas_object_ref, test_context .state .reference_gas_price_for_testing() .unwrap(), ) .transfer_sui(None, test_context.sender) .build(); // Manually set wrong epoch let mut tx_data = tx_data; *tx_data.expiration_mut_for_testing() = TransactionExpiration::Epoch(0); let transaction = t"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,621,assert!,"eypair); let request = test_context.build_submit_request(transaction); let response = test_context.client.submit_transaction(request, None).await; assert!(response.is_err()); } #[tokio::test] async fn test_submit_transaction_signature_verification_failure() { let test_context = TestContext::new().await; let tx_data = TestTransactionBuilder::new( test_context.sender,"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,634,unwrap,"test_context.sender, test_context.gas_object_ref, test_context .state .reference_gas_price_for_testing() .unwrap(), ) .transfer_sui(None, test_context.sender) .build(); // Sign with a different keypair to cause signature verification failure let (_, wrong_keypair) = get_account_key_pair(); let transaction = to_sender_si"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,645,assert!,"eypair); let request = test_context.build_submit_request(transaction); let response = test_context.client.submit_transaction(request, None).await; assert!(response.is_err()); } #[tokio::test] async fn test_submit_transaction_gas_object_validation() { let test_context = TestContext::new().await; // Build a transaction with an invalid gas object reference let invalid_gas_r"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,660,unwrap,":new( test_context.sender, invalid_gas_ref, test_context .state .reference_gas_price_for_testing() .unwrap(), ) .transfer_sui(None, test_context.sender) .build(); let transaction = to_sender_signed_transaction(tx_data, &test_context.keypair); let request = test_context.build_submit_request(transaction); // Becaus"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,671,unwrap,"ult // with the Rejected variant. let response = test_context.client.submit_transaction(request, None).await; let result: SubmitTxResult = response.unwrap().results.first().unwrap().clone(); assert!( matches!(result, SubmitTxResult::Rejected { error } if matches!(error.as_inner(), SuiErrorKind::UserInputError { error: UserInputError::ObjectNotFound {"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,671,unwrap,"ted variant. let response = test_context.client.submit_transaction(request, None).await; let result: SubmitTxResult = response.unwrap().results.first().unwrap().clone(); assert!( matches!(result, SubmitTxResult::Rejected { error } if matches!(error.as_inner(), SuiErrorKind::UserInputError { error: UserInputError::ObjectNotFound { .. } })) );"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,672,assert!,"esponse = test_context.client.submit_transaction(request, None).await; let result: SubmitTxResult = response.unwrap().results.first().unwrap().clone(); assert!( matches!(result, SubmitTxResult::Rejected { error } if matches!(error.as_inner(), SuiErrorKind::UserInputError { error: UserInputError::ObjectNotFound { .. } })) ); } #[tokio::test] asyn"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,696,unwrap,":new( test_context.sender, gas_object_ref2, test_context .state .reference_gas_price_for_testing() .unwrap(), ) .transfer_sui(None, test_context.sender) .build(); let tx2 = to_sender_signed_transaction(tx_data2, &test_context.keypair); // Build request with batched transactions. let request = RawSubmitTxRequest {"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,705,unwrap,"t.keypair); // Build request with batched transactions. let request = RawSubmitTxRequest { transactions: vec![ bcs::to_bytes(&tx1).unwrap().into(), bcs::to_bytes(&tx2).unwrap().into(), ], ..Default::default() }; // Submit request with batched transactions, using grpc client directly. let raw_response = test_context .clie"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,706,unwrap,"ansactions. let request = RawSubmitTxRequest { transactions: vec![ bcs::to_bytes(&tx1).unwrap().into(), bcs::to_bytes(&tx2).unwrap().into(), ], ..Default::default() }; // Submit request with batched transactions, using grpc client directly. let raw_response = test_context .client .client() .unwrap() .s"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,715,unwrap,"}; // Submit request with batched transactions, using grpc client directly. let raw_response = test_context .client .client() .unwrap() .submit_transaction(request) .await .unwrap() .into_inner(); // Verify we got results for both transactions assert_eq!(raw_response.results.len(), 2); // Both should be submitted to con"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,718,unwrap,"directly. let raw_response = test_context .client .client() .unwrap() .submit_transaction(request) .await .unwrap() .into_inner(); // Verify we got results for both transactions assert_eq!(raw_response.results.len(), 2); // Both should be submitted to consensus for result in raw_response.results { match result.i"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,730,panic!,"essages_grpc::RawValidatorSubmitStatus::Submitted(_)) => { // Expected: transactions were submitted to consensus } _ => panic!(""Expected Submitted status for all transactions""), } } } // A repeated transaction in a plain batch rejects only the repeated index with // `RepeatedTransactions`; the first occurrence is still submitted. #[tokio::test]"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,746,unwrap,".build_test_transaction(); let tx_digest = *tx.digest(); let request = RawSubmitTxRequest { transactions: vec![ bcs::to_bytes(&tx).unwrap().into(), bcs::to_bytes(&tx).unwrap().into(), ], ..Default::default() }; let raw_response = test_context .client .client() .unwrap() .submit_transaction(request)"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,747,unwrap,"tx.digest(); let request = RawSubmitTxRequest { transactions: vec![ bcs::to_bytes(&tx).unwrap().into(), bcs::to_bytes(&tx).unwrap().into(), ], ..Default::default() }; let raw_response = test_context .client .client() .unwrap() .submit_transaction(request) .await .unwrap() .into_inn"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,755,unwrap,"::to_bytes(&tx).unwrap().into(), ], ..Default::default() }; let raw_response = test_context .client .client() .unwrap() .submit_transaction(request) .await .unwrap() .into_inner(); assert_eq!(raw_response.results.len(), 2); let result0: SubmitTxResult = raw_response.results[0].clone().try_into().unwrap();"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,758,unwrap,"() }; let raw_response = test_context .client .client() .unwrap() .submit_transaction(request) .await .unwrap() .into_inner(); assert_eq!(raw_response.results.len(), 2); let result0: SubmitTxResult = raw_response.results[0].clone().try_into().unwrap(); let result1: SubmitTxResult = raw_response.results[1].clone().try_int"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,762,unwrap,".unwrap() .into_inner(); assert_eq!(raw_response.results.len(), 2); let result0: SubmitTxResult = raw_response.results[0].clone().try_into().unwrap(); let result1: SubmitTxResult = raw_response.results[1].clone().try_into().unwrap(); assert!( matches!(result0, SubmitTxResult::Submitted { .. }), ""expected first occurrence to be submitted, got: {result0:?}"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,763,unwrap,"let result0: SubmitTxResult = raw_response.results[0].clone().try_into().unwrap(); let result1: SubmitTxResult = raw_response.results[1].clone().try_into().unwrap(); assert!( matches!(result0, SubmitTxResult::Submitted { .. }), ""expected first occurrence to be submitted, got: {result0:?}"" ); match result1 { SubmitTxResult::Rejected { error } => assert!("
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,765,assert!,"bmitTxResult = raw_response.results[0].clone().try_into().unwrap(); let result1: SubmitTxResult = raw_response.results[1].clone().try_into().unwrap(); assert!( matches!(result0, SubmitTxResult::Submitted { .. }), ""expected first occurrence to be submitted, got: {result0:?}"" ); match result1 { SubmitTxResult::Rejected { error } => assert!( matche"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,770,assert!,"bmitted { .. }), ""expected first occurrence to be submitted, got: {result0:?}"" ); match result1 { SubmitTxResult::Rejected { error } => assert!( matches!( error.as_inner(), SuiErrorKind::UserInputError { error: UserInputError::RepeatedTransactions { digest } } if *digest == tx_digest"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,779,panic!,"} if *digest == tx_digest ), ""expected RepeatedTransactions for repeated index, got: {error}"" ), other => panic!(""expected repeated index to be rejected, got: {other:?}""), } } #[tokio::test] async fn test_submit_batched_transactions_with_already_executed() { let test_context = TestContext::new().await; // Create 1st transaction an"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,798,unwrap,"ch_store.epoch(), 1, ); test_context .state .try_execute_immediately(&verified_tx1, ExecutionEnv::new(), &epoch_store) .unwrap(); // Create 2nd transaction (not executed) let gas_object2 = Object::with_owner_for_testing(test_context.sender); let gas_object_ref2 = gas_object2.compute_object_reference(); test_context.state.insert_genesis_objec"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,811,unwrap,":new( test_context.sender, gas_object_ref2, test_context .state .reference_gas_price_for_testing() .unwrap(), ) .transfer_sui(None, test_context.sender) .build(); let tx2 = to_sender_signed_transaction(tx_data2, &test_context.keypair); // Build request with both transactions let request = RawSubmitTxRequest {"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,820,unwrap,"ntext.keypair); // Build request with both transactions let request = RawSubmitTxRequest { transactions: vec![ bcs::to_bytes(&tx1).unwrap().into(), bcs::to_bytes(&tx2).unwrap().into(), ], ..Default::default() }; // Submit both transactions, using grpc client directly. let raw_response = test_context .client .clie"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,821,unwrap,"ransactions let request = RawSubmitTxRequest { transactions: vec![ bcs::to_bytes(&tx1).unwrap().into(), bcs::to_bytes(&tx2).unwrap().into(), ], ..Default::default() }; // Submit both transactions, using grpc client directly. let raw_response = test_context .client .client() .unwrap() .submit_transactio"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,830,unwrap,"::default() }; // Submit both transactions, using grpc client directly. let raw_response = test_context .client .client() .unwrap() .submit_transaction(request) .await .unwrap() .into_inner(); // Verify we got results for both transactions assert_eq!(raw_response.results.len(), 2); // First should be already execute"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,833,unwrap,"directly. let raw_response = test_context .client .client() .unwrap() .submit_transaction(request) .await .unwrap() .into_inner(); // Verify we got results for both transactions assert_eq!(raw_response.results.len(), 2); // First should be already executed, second should be submitted match &raw_response.results[0].inner"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,844,panic!,"me(sui_types::messages_grpc::RawValidatorSubmitStatus::Executed(_)) => { // Expected: first transaction was already executed } _ => panic!(""Expected Executed status for first transaction""), } match &raw_response.results[1].inner { Some(sui_types::messages_grpc::RawValidatorSubmitStatus::Submitted(_)) => { // Expected: second transaction was"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,851,panic!,"ypes::messages_grpc::RawValidatorSubmitStatus::Submitted(_)) => { // Expected: second transaction was submitted to consensus } _ => panic!(""Expected Submitted status for second transaction""), } } // A batch containing a transaction that is already being processed by consensus must NOT fail the // whole request. The already-processing transaction is reported per-tx"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,878,unwrap,":new( test_context.sender, gas_object_ref2, test_context .state .reference_gas_price_for_testing() .unwrap(), ) .transfer_sui(None, test_context.sender) .build(); let tx2 = to_sender_signed_transaction(tx_data2, &test_context.keypair); let request = RawSubmitTxRequest { transactions: vec![ bcs::to_"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,886,unwrap,"sender_signed_transaction(tx_data2, &test_context.keypair); let request = RawSubmitTxRequest { transactions: vec![ bcs::to_bytes(&tx1).unwrap().into(), bcs::to_bytes(&tx2).unwrap().into(), ], ..Default::default() }; // The whole RPC must still succeed (no top-level error). let raw_response = test_context .client .cli"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,887,unwrap,".keypair); let request = RawSubmitTxRequest { transactions: vec![ bcs::to_bytes(&tx1).unwrap().into(), bcs::to_bytes(&tx2).unwrap().into(), ], ..Default::default() }; // The whole RPC must still succeed (no top-level error). let raw_response = test_context .client .client() .unwrap() .submit_transacti"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,896,unwrap,":default() }; // The whole RPC must still succeed (no top-level error). let raw_response = test_context .client .client() .unwrap() .submit_transaction(request) .await .unwrap() .into_inner(); assert_eq!(raw_response.results.len(), 2); let result0: SubmitTxResult = raw_response.results[0].clone().try_into().unwrap();"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,899,unwrap,"el error). let raw_response = test_context .client .client() .unwrap() .submit_transaction(request) .await .unwrap() .into_inner(); assert_eq!(raw_response.results.len(), 2); let result0: SubmitTxResult = raw_response.results[0].clone().try_into().unwrap(); let result1: SubmitTxResult = raw_response.results[1].clone().try_in"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,904,unwrap,".unwrap() .into_inner(); assert_eq!(raw_response.results.len(), 2); let result0: SubmitTxResult = raw_response.results[0].clone().try_into().unwrap(); let result1: SubmitTxResult = raw_response.results[1].clone().try_into().unwrap(); // tx1 is rejected specifically because it is already being processed by consensus. match result0 { SubmitTxResult::Rejected {"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,905,unwrap,"let result0: SubmitTxResult = raw_response.results[0].clone().try_into().unwrap(); let result1: SubmitTxResult = raw_response.results[1].clone().try_into().unwrap(); // tx1 is rejected specifically because it is already being processed by consensus. match result0 { SubmitTxResult::Rejected { error } => assert!( matches!( error.as_inner(),"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,909,assert!,"p(); // tx1 is rejected specifically because it is already being processed by consensus. match result0 { SubmitTxResult::Rejected { error } => assert!( matches!( error.as_inner(), SuiErrorKind::TransactionProcessing { digest, .. } if *digest == *tx1.digest() ), ""expected TransactionProcessing for tx1, got: {error}"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,917,panic!,"t, .. } if *digest == *tx1.digest() ), ""expected TransactionProcessing for tx1, got: {error}"" ), other => { panic!(""Expected Rejected status for already-processing transaction, got: {other:?}"") } } // tx2 is still submitted to consensus. match result1 { SubmitTxResult::Submitted { .. } => {} other => panic!(""E"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,924,panic!,"t: {other:?}"") } } // tx2 is still submitted to consensus. match result1 { SubmitTxResult::Submitted { .. } => {} other => panic!(""Expected Submitted status for fresh transaction, got: {other:?}""), } } #[tokio::test] async fn test_submit_soft_bundle_transactions() { let test_context = TestContext::new().await; let tx1 = test_context.build_test_tra"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,944,unwrap,":new( test_context.sender, gas_object_ref2, test_context .state .reference_gas_price_for_testing() .unwrap(), ) .transfer_sui(None, test_context.sender) .build(); let tx2 = to_sender_signed_transaction(tx_data2, &test_context.keypair); // Build request with batched transactions. let request = RawSubmitTxRequest {"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,953,unwrap,"t.keypair); // Build request with batched transactions. let request = RawSubmitTxRequest { transactions: vec![ bcs::to_bytes(&tx1).unwrap().into(), bcs::to_bytes(&tx2).unwrap().into(), ], submit_type: SubmitTxType::SoftBundle.into(), }; // Submit request with batched transactions, using grpc client directly. let raw_response = t"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,954,unwrap,"ansactions. let request = RawSubmitTxRequest { transactions: vec![ bcs::to_bytes(&tx1).unwrap().into(), bcs::to_bytes(&tx2).unwrap().into(), ], submit_type: SubmitTxType::SoftBundle.into(), }; // Submit request with batched transactions, using grpc client directly. let raw_response = test_context .client .client()"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,963,unwrap,"}; // Submit request with batched transactions, using grpc client directly. let raw_response = test_context .client .client() .unwrap() .submit_transaction(request) .await .unwrap() .into_inner(); // Verify we got results for both transactions assert_eq!(raw_response.results.len(), 2); // Both should be submitted to con"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,966,unwrap,"directly. let raw_response = test_context .client .client() .unwrap() .submit_transaction(request) .await .unwrap() .into_inner(); // Verify we got results for both transactions assert_eq!(raw_response.results.len(), 2); // Both should be submitted to consensus for result in raw_response.results { match result.i"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,978,panic!,"essages_grpc::RawValidatorSubmitStatus::Submitted(_)) => { // Expected: transactions were submitted to consensus } _ => panic!(""Expected Submitted status for all transactions""), } } } // A soft bundle that repeats the same transaction is rejected outright. #[tokio::test] async fn test_submit_soft_bundle_with_repeated_transaction() { let test"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,993,unwrap,".build_test_transaction(); let tx_digest = *tx.digest(); let request = RawSubmitTxRequest { transactions: vec![ bcs::to_bytes(&tx).unwrap().into(), bcs::to_bytes(&tx).unwrap().into(), ], submit_type: SubmitTxType::SoftBundle.into(), }; let response = test_context .client .client() .unwrap() .submit_tr"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,994,unwrap,"tx.digest(); let request = RawSubmitTxRequest { transactions: vec![ bcs::to_bytes(&tx).unwrap().into(), bcs::to_bytes(&tx).unwrap().into(), ], submit_type: SubmitTxType::SoftBundle.into(), }; let response = test_context .client .client() .unwrap() .submit_transaction(request) .await; assert!(r"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1002,unwrap,"p().into(), ], submit_type: SubmitTxType::SoftBundle.into(), }; let response = test_context .client .client() .unwrap() .submit_transaction(request) .await; assert!(response.is_err()); let error: SuiError = response.unwrap_err().into(); assert!( matches!( error.into_inner(), SuiErrorKind::U"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1005,assert!,"le.into(), }; let response = test_context .client .client() .unwrap() .submit_transaction(request) .await; assert!(response.is_err()); let error: SuiError = response.unwrap_err().into(); assert!( matches!( error.into_inner(), SuiErrorKind::UserInputError { error: UserInputError::RepeatedTra"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1007,assert!,".unwrap() .submit_transaction(request) .await; assert!(response.is_err()); let error: SuiError = response.unwrap_err().into(); assert!( matches!( error.into_inner(), SuiErrorKind::UserInputError { error: UserInputError::RepeatedTransactions { digest } } if digest == tx_digest ), ""expected R"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1033,unwrap,"ch_store.epoch(), 1, ); test_context .state .try_execute_immediately(&verified_tx1, ExecutionEnv::new(), &epoch_store) .unwrap(); // Create 2nd transaction (not executed) let gas_object2 = Object::with_owner_for_testing(test_context.sender); let gas_object_ref2 = gas_object2.compute_object_reference(); test_context.state.insert_genesis_objec"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1046,unwrap,":new( test_context.sender, gas_object_ref2, test_context .state .reference_gas_price_for_testing() .unwrap(), ) .transfer_sui(None, test_context.sender) .build(); let tx2 = to_sender_signed_transaction(tx_data2, &test_context.keypair); // Build request with both transactions let request = RawSubmitTxRequest {"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1055,unwrap,"ntext.keypair); // Build request with both transactions let request = RawSubmitTxRequest { transactions: vec![ bcs::to_bytes(&tx1).unwrap().into(), bcs::to_bytes(&tx2).unwrap().into(), ], submit_type: SubmitTxType::SoftBundle.into(), }; // Submit request with batched transactions, using grpc client directly. let raw_response = t"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1056,unwrap,"ransactions let request = RawSubmitTxRequest { transactions: vec![ bcs::to_bytes(&tx1).unwrap().into(), bcs::to_bytes(&tx2).unwrap().into(), ], submit_type: SubmitTxType::SoftBundle.into(), }; // Submit request with batched transactions, using grpc client directly. let raw_response = test_context .client .client()"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1065,unwrap,"}; // Submit request with batched transactions, using grpc client directly. let raw_response = test_context .client .client() .unwrap() .submit_transaction(request) .await .unwrap() .into_inner(); // First should be already executed, second should be submitted match &raw_response.results[0].inner { Some(sui_types::me"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1068,unwrap,"directly. let raw_response = test_context .client .client() .unwrap() .submit_transaction(request) .await .unwrap() .into_inner(); // First should be already executed, second should be submitted match &raw_response.results[0].inner { Some(sui_types::messages_grpc::RawValidatorSubmitStatus::Executed(_)) => { /"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1076,panic!,"me(sui_types::messages_grpc::RawValidatorSubmitStatus::Executed(_)) => { // Expected: first transaction was already executed } _ => panic!(""Expected Executed status for first transaction""), } match &raw_response.results[1].inner { Some(sui_types::messages_grpc::RawValidatorSubmitStatus::Submitted(_)) => { // Expected: second transaction was"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1083,panic!,"ypes::messages_grpc::RawValidatorSubmitStatus::Submitted(_)) => { // Expected: second transaction was submitted to consensus } _ => panic!(""Expected Submitted status for second transaction""), } } // Test that a transaction already processed by consensus (but not executed) is removed from a // soft bundle before submission, while the remaining transactions in the bu"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1111,unwrap,":new( test_context.sender, gas_object_ref2, test_context .state .reference_gas_price_for_testing() .unwrap(), ) .transfer_sui(None, test_context.sender) .build(); let tx2 = to_sender_signed_transaction(tx_data2, &test_context.keypair); let request = RawSubmitTxRequest { transactions: vec![ bcs::to_"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1119,unwrap,"sender_signed_transaction(tx_data2, &test_context.keypair); let request = RawSubmitTxRequest { transactions: vec![ bcs::to_bytes(&tx1).unwrap().into(), bcs::to_bytes(&tx2).unwrap().into(), ], submit_type: SubmitTxType::SoftBundle.into(), }; let raw_response = test_context .client .client() .unwrap() .subm"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1120,unwrap,".keypair); let request = RawSubmitTxRequest { transactions: vec![ bcs::to_bytes(&tx1).unwrap().into(), bcs::to_bytes(&tx2).unwrap().into(), ], submit_type: SubmitTxType::SoftBundle.into(), }; let raw_response = test_context .client .client() .unwrap() .submit_transaction(request) .await .u"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1128,unwrap,"into(), ], submit_type: SubmitTxType::SoftBundle.into(), }; let raw_response = test_context .client .client() .unwrap() .submit_transaction(request) .await .unwrap() .into_inner(); assert_eq!(raw_response.results.len(), 2); // The already-processed transaction is rejected and excluded from the bundle submitt"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1131,unwrap,"), }; let raw_response = test_context .client .client() .unwrap() .submit_transaction(request) .await .unwrap() .into_inner(); assert_eq!(raw_response.results.len(), 2); // The already-processed transaction is rejected and excluded from the bundle submitted to // consensus; the remaining transaction is still submitted."
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1141,panic!,". match &raw_response.results[0].inner { Some(sui_types::messages_grpc::RawValidatorSubmitStatus::Rejected(_)) => {} other => { panic!(""Expected Rejected status for already-processed transaction, got {other:?}"") } } match &raw_response.results[1].inner { Some(sui_types::messages_grpc::RawValidatorSubmitStatus::Submitted(_)) => {} othe"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1146,panic!,"} } match &raw_response.results[1].inner { Some(sui_types::messages_grpc::RawValidatorSubmitStatus::Submitted(_)) => {} other => panic!(""Expected Submitted status for remaining transaction, got {other:?}""), } } #[tokio::test] async fn test_submit_oversized_transaction() { use sui_types::base_types::dbg_addr; use sui_types::programmable_transaction_builde"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1168,unwrap,// Get the gas object to use for the transaction let gas_object = test_context .state .get_object(&test_context.gas_object_ref.0) .unwrap(); let full_object_ref = gas_object.compute_full_object_reference(); let recipient = dbg_addr(2); // Construct an oversized transaction by putting lots of commands in it let pt = { let mut builder = Programma
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1177,unwrap,"(); // Put a lot of commands in the txn so it's large for _ in 0..(1024 * 16) { builder.transfer_object(recipient, full_object_ref).unwrap(); } builder.finish() }; let txn_data = TransactionData::new_programmable( test_context.sender, vec![test_context.gas_object_ref], pt, 0, 0, ); let txn = to_se"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1191,unwrap,"pt, 0, 0, ); let txn = to_sender_signed_transaction(txn_data, &test_context.keypair); let tx_size = bcs::serialized_size(&txn).unwrap(); // Making sure the txn is larger than the max txn size assert!(tx_size > max_txn_size); let request = test_context.build_submit_request(txn); let response = test_context.client.submit_transaction(request, None).a"
mainnet,crates/sui-core/src/unit_tests/submit_transaction_tests.rs,1194,assert!,"action(txn_data, &test_context.keypair); let tx_size = bcs::serialized_size(&txn).unwrap(); // Making sure the txn is larger than the max txn size assert!(tx_size > max_txn_size); let request = test_context.build_submit_request(txn); let response = test_context.client.submit_transaction(request, None).await; // The txn should be rejected due to its size assert!(respo"
